"province","affiliation","amphor","n"
"พัทลุง","สพป.พัทลุง เขต 2","ป่าบอน",20
"พัทลุง","สพป.พัทลุง เขต 2","เขาชัยสน",23
"พัทลุง","สพม.พัทลุง","กงหรา",4
"พัทลุง","สพม.พัทลุง","ควนขนุน",14
"พัทลุง","สพม.พัทลุง","ตะโหมด",4
"พัทลุง","สพม.พัทลุง","บางแก้ว",2
"พัทลุง","สพม.พัทลุง","ปากพะยูน",6
"พัทลุง","สพม.พัทลุง","ป่าบอน",2
"พัทลุง","สพม.พัทลุง","ป่าพะยอม",6
"พัทลุง","สพม.พัทลุง","ศรีบรรพต",4
"พัทลุง","สพม.พัทลุง","เขาชัยสน",4
"พัทลุง","สพม.พัทลุง","เมืองพัทลุง",10
"พิจิตร","สพป.พิจิตร เขต 1","วชิรบารมี",24
"พิจิตร","สพป.พิจิตร เขต 1","วังทรายพูน",15
"พิจิตร","สพป.พิจิตร เขต 1","สากเหล็ก",20
"พิจิตร","สพป.พิจิตร เขต 1","สามง่าม",27
"พิจิตร","สพป.พิจิตร เขต 1","เมืองพิจิตร",43
"พิจิตร","สพป.พิจิตร เขต 1","โพธิ์ประทับช้าง",33
"พิจิตร","สพป.พิจิตร เขต 2","ดงเจริญ",15
"พิจิตร","สพป.พิจิตร เขต 2","ตะพานหิน",33
"พิจิตร","สพป.พิจิตร เขต 2","ทับคล้อ",35
"พิจิตร","สพป.พิจิตร เขต 2","บางมูลนาก",16
"พิจิตร","สพป.พิจิตร เขต 2","บึงนาราง",16
"พิจิตร","สพป.พิจิตร เขต 2","โพทะเล",30
"พิจิตร","สพม.พิจิตร","ดงเจริญ",4
"พิจิตร","สพม.พิจิตร","ตะพานหิน",6
"พิจิตร","สพม.พิจิตร","ทับคล้อ",4
"พิจิตร","สพม.พิจิตร","บางมูลนาก",4
"พิจิตร","สพม.พิจิตร","บึงนาราง",4
"พิจิตร","สพม.พิจิตร","วชิรบารมี",4
"พิจิตร","สพม.พิจิตร","วังทรายพูน",2
"พิจิตร","สพม.พิจิตร","สากเหล็ก",4
"พิจิตร","สพม.พิจิตร","สามง่าม",8
"พิจิตร","สพม.พิจิตร","เมืองพิจิตร",10
"พิจิตร","สพม.พิจิตร","โพทะเล",8
"พิจิตร","สพม.พิจิตร","โพธิ์ประทับช้าง",6
"พิษณุโลก","สพป.พิษณุโลก เขต 1","บางระกำ",84
"พิษณุโลก","สพป.พิษณุโลก เขต 1","เมืองพิษณุโลก",48
"พิษณุโลก","สพป.พิษณุโลก เขต 2","บางกระทุ่ม",33
"พิษณุโลก","สพป.พิษณุโลก เขต 2","วังทอง",90
"พิษณุโลก","สพป.พิษณุโลก เขต 2","เนินมะปราง",51
"พิษณุโลก","สพป.พิษณุโลก เขต 3","ชาติตระการ",46
"พิษณุโลก","สพป.พิษณุโลก เขต 3","นครไทย",80
"พิษณุโลก","สพป.พิษณุโลก เขต 3","พรหมพิราม",66
"พิษณุโลก","สพป.พิษณุโลก เขต 3","วัดโบสถ์",31
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","ชาติตระการ",6
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","นครไทย",14
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","บางกระทุ่ม",4
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","บางระกำ",4
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","พรหมพิราม",6
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","วังทอง",18
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","วัดโบสถ์",4
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","เนินมะปราง",8
"พิษณุโลก","สพม.พิษณุโลกอุตรดิตถ์","เมืองพิษณุโลก",20
"ภูเก็ต","สพป.ภูเก็ต","กะทู้",4
